"","name","label","concept"
"1333","PCT039032","Total!!Male!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Maritime/merchant vessels (900)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1334","PCT039033","Total!!Male!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Workers' group living quarters and Job Corps centers (901)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1335","PCT039034","Total!!Male!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (702, 704, 706, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1336","PCT039035","Total!!Male!!18 to 64 years","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1337","PCT039036","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1338","PCT039037","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1339","PCT039038","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Federal detention centers (101)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1340","PCT039039","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Federal prisons (102)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1341","PCT039040","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!State prisons (103)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1342","PCT039041","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Local jails and other municipal confinement facilities (104)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1343","PCT039042","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Correctional residential facilities (105)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1344","PCT039043","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Military disciplinary barracks and jails (106)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1345","PCT039044","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1346","PCT039045","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Group homes for juveniles (non-correctional) (201)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1347","PCT039046","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Residential treatment centers for juveniles (non-correctional) (202)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1348","PCT039047","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Correctional facilities intended for juveniles (203)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1349","PCT039048","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Nursing facilities/Skilled-nursing facilities (301)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1350","PCT039049","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1351","PCT039050","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1352","PCT039051","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Hospitals with patients who have no usual home elsewhere (402)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1353","PCT039052","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!In-patient hospice facilities (403)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1354","PCT039053","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Military treatment facilities with assigned patients (404)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1355","PCT039054","Total!!Male!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Residential schools for people with disabilities (405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1356","PCT039055","Total!!Male!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1357","PCT039056","Total!!Male!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!College/University student housing (501)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1358","PCT039057","Total!!Male!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1359","PCT039058","Total!!Male!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)!!Military barracks and dormitories (non-disciplinary) (601)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1360","PCT039059","Total!!Male!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)!!Military ships (602)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1361","PCT039060","Total!!Male!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1362","PCT039061","Total!!Male!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Emergency and transitional shelters (with sleeping facilities) for people experiencing homelessness (701)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1363","PCT039062","Total!!Male!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Group homes intended for adults (801)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1364","PCT039063","Total!!Male!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Residential treatment centers for adults (802)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1365","PCT039064","Total!!Male!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Maritime/merchant vessels (900)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1366","PCT039065","Total!!Male!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Workers' group living quarters and Job Corps centers (901)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1367","PCT039066","Total!!Male!!18 to 64 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (702, 704, 706, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1368","PCT039067","Total!!Male!!65 years and over","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1369","PCT039068","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1370","PCT039069","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1371","PCT039070","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Federal detention centers (101)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1372","PCT039071","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Federal prisons (102)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1373","PCT039072","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!State prisons (103)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1374","PCT039073","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Local jails and other municipal confinement facilities (104)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1375","PCT039074","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Correctional residential facilities (105)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1376","PCT039075","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Military disciplinary barracks and jails (106)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1377","PCT039076","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1378","PCT039077","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Group homes for juveniles (non-correctional) (201)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1379","PCT039078","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Residential treatment centers for juveniles (non-correctional) (202)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1380","PCT039079","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Correctional facilities intended for juveniles (203)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1381","PCT039080","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Nursing facilities/Skilled-nursing facilities (301)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1382","PCT039081","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1383","PCT039082","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1384","PCT039083","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Hospitals with patients who have no usual home elsewhere (402)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1385","PCT039084","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!In-patient hospice facilities (403)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1386","PCT039085","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Military treatment facilities with assigned patients (404)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1387","PCT039086","Total!!Male!!65 years and over!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Residential schools for people with disabilities (405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1388","PCT039087","Total!!Male!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1389","PCT039088","Total!!Male!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!College/University student housing (501)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1390","PCT039089","Total!!Male!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1391","PCT039090","Total!!Male!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)!!Military barracks and dormitories (non-disciplinary) (601)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1392","PCT039091","Total!!Male!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)!!Military ships (602)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1393","PCT039092","Total!!Male!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1394","PCT039093","Total!!Male!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Emergency and transitional shelters (with sleeping facilities) for people experiencing homelessness (701)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1395","PCT039094","Total!!Male!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Group homes intended for adults (801)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1396","PCT039095","Total!!Male!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Residential treatment centers for adults (802)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1397","PCT039096","Total!!Male!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Maritime/merchant vessels (900)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1398","PCT039097","Total!!Male!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Workers' group living quarters and Job Corps centers (901)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1399","PCT039098","Total!!Male!!65 years and over!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (702, 704, 706, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1400","PCT039099","Total!!Female","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1401","PCT039100","Total!!Female!!Under 18 years","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1402","PCT039101","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1403","PCT039102","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1404","PCT039103","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Federal detention centers (101)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1405","PCT039104","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Federal prisons (102)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1406","PCT039105","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!State prisons (103)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1407","PCT039106","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Local jails and other municipal confinement facilities (104)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1408","PCT039107","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Correctional residential facilities (105)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1409","PCT039108","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Military disciplinary barracks and jails (106)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1410","PCT039109","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1411","PCT039110","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Group homes for juveniles (non-correctional) (201)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1412","PCT039111","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Residential treatment centers for juveniles (non-correctional) (202)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1413","PCT039112","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Correctional facilities intended for juveniles (203)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1414","PCT039113","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Nursing facilities/Skilled-nursing facilities (301)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1415","PCT039114","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1416","PCT039115","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1417","PCT039116","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Hospitals with patients who have no usual home elsewhere (402)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1418","PCT039117","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!In-patient hospice facilities (403)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1419","PCT039118","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Military treatment facilities with assigned patients (404)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1420","PCT039119","Total!!Female!!Under 18 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Residential schools for people with disabilities (405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1421","PCT039120","Total!!Female!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1422","PCT039121","Total!!Female!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!College/University student housing (501)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1423","PCT039122","Total!!Female!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1424","PCT039123","Total!!Female!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)!!Military barracks and dormitories (non-disciplinary) (601)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1425","PCT039124","Total!!Female!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)!!Military ships (602)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1426","PCT039125","Total!!Female!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1427","PCT039126","Total!!Female!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Emergency and transitional shelters (with sleeping facilities) for people experiencing homelessness (701)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1428","PCT039127","Total!!Female!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Group homes intended for adults (801)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1429","PCT039128","Total!!Female!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Residential treatment centers for adults (802)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1430","PCT039129","Total!!Female!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Maritime/merchant vessels (900)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1431","PCT039130","Total!!Female!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Workers' group living quarters and Job Corps centers (901)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1432","PCT039131","Total!!Female!!Under 18 years!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (702, 704, 706, 903-904)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1433","PCT039132","Total!!Female!!18 to 64 years","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1434","PCT039133","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1435","PCT039134","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1436","PCT039135","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Federal detention centers (101)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
"1437","PCT039136","Total!!Female!!18 to 64 years!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Federal prisons (102)","GROUP QUARTERS POPULATION BY SEX BY AGE BY GROUP QUARTERS TYPE"
